ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050804	modulation of chemical synaptic transmission	224/4998	489/18870	1.13232623058755e-20	4.89629865267194e-17	3.5878349020536e-17	56301/9381/10815/2914/5023/57497/5590/440829/816/575/23237/2905/2894/1636/8938/50944/2902/5575/59284/2906/9066/107/22941/5802/774/3706/9001/392862/6543/84628/29/8224/57338/2185/26232/116444/27065/9228/85358/41/3786/1855/1949/1128/1129/4804/23025/773/27092/4355/729956/150/3265/56729/22839/1143/6900/321/10458/407052/57596/1136/4761/4914/9145/8291/5413/54915/22986/89780/1742/5923/8525/4776/2901/1020/140730/43/9148/59283/2048/4137/10636/3814/27091/6376/2900/25953/22883/2550/58512/9370/4915/57465/815/5582/613/4909/6532/6529/4920/84502/1813/9746/91683/2903/5028/90342/1627/7779/5577/10288/56853/57616/4803/57555/266743/23096/2047/1812/2648/6536/1395/1139/57537/594857/9241/6344/7425/5024/84885/6623/7476/9899/9463/8087/127262/57617/84446/23349/28964/10675/766/7101/5641/9783/2897/114/5579/1759/8541/27253/6533/4130/5913/135/79772/23316/3710/54434/25769/80307/5914/477/999/2899/9229/6722/112755/4908/80863/64084/5864/1816/10718/6616/9162/7474/10368/6812/2913/134/3092/9215/22987/84062/2912/23085/4744/55784/6804/2898/1760/11178/348/409/23154/2149/2890/3766/6505/79012/8831/5649/6547/5621/2918/136/11252/339302/320/785/1269/6865/2852/84866/2891/7143/11170/9627/3060/3745/10858/6507	224
GO:0099177	regulation of trans-synaptic signaling	224/4998	490/18870	1.54823672811761e-20	4.89629865267194e-17	3.5878349020536e-17	56301/9381/10815/2914/5023/57497/5590/440829/816/575/23237/2905/2894/1636/8938/50944/2902/5575/59284/2906/9066/107/22941/5802/774/3706/9001/392862/6543/84628/29/8224/57338/2185/26232/116444/27065/9228/85358/41/3786/1855/1949/1128/1129/4804/23025/773/27092/4355/729956/150/3265/56729/22839/1143/6900/321/10458/407052/57596/1136/4761/4914/9145/8291/5413/54915/22986/89780/1742/5923/8525/4776/2901/1020/140730/43/9148/59283/2048/4137/10636/3814/27091/6376/2900/25953/22883/2550/58512/9370/4915/57465/815/5582/613/4909/6532/6529/4920/84502/1813/9746/91683/2903/5028/90342/1627/7779/5577/10288/56853/57616/4803/57555/266743/23096/2047/1812/2648/6536/1395/1139/57537/594857/9241/6344/7425/5024/84885/6623/7476/9899/9463/8087/127262/57617/84446/23349/28964/10675/766/7101/5641/9783/2897/114/5579/1759/8541/27253/6533/4130/5913/135/79772/23316/3710/54434/25769/80307/5914/477/999/2899/9229/6722/112755/4908/80863/64084/5864/1816/10718/6616/9162/7474/10368/6812/2913/134/3092/9215/22987/84062/2912/23085/4744/55784/6804/2898/1760/11178/348/409/23154/2149/2890/3766/6505/79012/8831/5649/6547/5621/2918/136/11252/339302/320/785/1269/6865/2852/84866/2891/7143/11170/9627/3060/3745/10858/6507	224
GO:0051960	regulation of nervous system development	209/4998	466/18870	4.44167393130203e-18	9.36452920516178e-15	6.86199660334135e-15	745/6469/30812/84504/54567/6604/65078/816/575/1636/4851/375790/2049/7161/8128/23654/3280/5802/84630/3706/9001/10683/54437/94030/23566/64218/8482/1181/5361/85358/390992/6794/6405/9423/1949/6585/56896/40/391723/339398/284403/56963/2637/9355/23363/7473/56920/2636/8864/207/54626/6497/6692/1382/10458/4099/176/10215/23105/5364/4821/4914/2624/7732/89780/4776/60484/84667/1020/7133/5605/9148/7869/2048/4137/10154/10636/79953/6376/10501/22883/91584/4915/54910/26011/57465/1946/4036/5176/26508/1954/430/1463/4135/1813/23499/9746/1890/5080/29904/55502/2147/6833/1627/655/7224/8140/3897/4803/57555/2047/63827/1600/393/54209/51393/429/3213/63950/274/1523/9241/23405/57463/57611/1002/9572/7476/8087/55695/223117/404037/58190/26039/23440/5915/1495/6608/7101/7052/650/23316/7422/5309/9253/443/3196/79727/5914/999/400746/145864/57715/6722/64084/146433/474/3400/3984/8153/11023/8530/3687/118738/4602/7474/5916/3458/4504/10494/7852/58494/2737/22954/80031/100528062/6387/5362/6092/7472/22933/2119/51199/706/79006/8831/55558/4067/5649/65981/23500/388585/51176/11076/7074/170825/1826/22865/2852/158038/10507/7143/23493/23129/5458/3976/11344/23175/406957	209
GO:0034765	regulation of monoatomic ion transmembrane transport	203/4998	454/18870	2.02774293036331e-17	3.20636850863699e-14	2.34951371641833e-14	610/3785/3757/57010/8911/3761/5023/1187/6329/9132/3768/23237/5026/2905/2902/59284/3755/6330/4923/2906/54923/3749/8913/3784/774/338440/9001/23416/1188/2259/65268/5349/57338/2185/3752/51083/1394/51475/8514/30818/55799/3737/1181/495/255057/85358/3786/84329/8912/1535/40/3208/117/23415/773/27092/775/150/2859/53828/81033/6324/54997/10268/54207/3754/3762/779/6331/3748/406904/117144/1908/342667/53405/59283/2048/57657/29850/5031/5348/9368/6376/93589/30820/53827/1804/482/786/6327/255738/84502/1813/10089/776/2256/6548/2056/140738/930/2903/53373/9254/2147/7779/3064/10105/5777/3744/487/1812/3742/6536/56659/54209/57190/22953/274/89822/219931/170850/65990/782/57463/59285/3596/5024/53822/5774/1180/2783/3781/9424/2922/3743/3746/65266/7416/56848/10021/6640/777/27133/9992/100134444/60598/79041/53826/117532/10312/3765/784/477/5243/130497/574501/486/8645/5371/57817/10368/56660/3458/126755/3751/55800/7881/3758/9478/11151/3763/3778/3767/4878/3788/2149/3766/2539/3779/57620/778/84766/4067/5649/825/5621/246329/9312/2316/134145/3738/79026/785/26251/2852/388591/27012/4986/6262/84334/3745/5354/2281	203
GO:0042391	regulation of membrane potential	197/4998	440/18870	5.13200431572026e-17	6.43477557377843e-14	4.71517650948141e-14	610/1137/3757/8911/2563/5023/5590/6329/84275/5026/2905/2894/51305/1135/50944/2902/5575/5831/6330/4923/2906/478/8913/3784/124925/3791/6543/23416/9780/2185/3752/116444/8514/3737/85358/41/3786/1855/8912/1258/666/1128/40/23415/4355/400916/775/2859/642938/1144/81033/6324/6508/8326/207/83959/54831/54207/1143/3762/10458/149461/1136/6331/406904/1742/2901/1020/140730/54795/4137/3728/57657/5348/4985/2900/6910/142/2550/2767/219736/4915/57465/482/6327/6532/10052/1813/10089/776/6548/79784/6714/23373/2903/353174/9177/56853/7224/208/57555/266743/1812/56659/54209/123041/22953/3359/274/1139/89822/594857/1146/3775/5024/388135/6512/7476/7442/153/63895/5774/55186/170572/1180/1497/2557/3781/9424/3746/2769/9783/2897/9948/10021/6640/9630/135/285242/27133/9992/60598/23316/54434/3765/784/477/4092/2899/637/2030/112755/138429/8645/56660/134/6511/3751/6804/55800/2898/23620/338567/1760/3778/409/18/3767/4878/10497/2890/706/2567/3766/6569/5649/6547/1145/2316/8671/785/1269/8838/2852/84866/2891/64116/388591/3060/1140/6262/2564/664/3745/3776/4897/2281	197
GO:0023061	signal release	212/4998	484/18870	6.48784600738534e-17	6.43477557377843e-14	4.71517650948141e-14	1137/9381/10815/55107/2914/5023/11255/127833/5211/8938/4843/4041/9066/3784/9379/4087/9024/151/8224/2696/3625/51083/1394/5008/3164/55512/152/3737/388581/5799/41/6813/1855/2779/23025/401258/150/7200/56729/8864/26056/23396/4089/1143/1136/114897/6927/8291/5413/415116/2901/1020/140730/1908/54795/9501/51548/358/25930/7036/8398/3814/140679/25953/2550/240/9536/3589/2767/9370/6928/1946/815/5582/6532/8425/91608/6861/1813/111/3651/64130/91683/2691/5028/90342/2147/6833/2864/7779/57555/2692/84258/148281/50487/54097/1139/7425/1488/5950/8431/6623/79971/9572/7476/399979/9899/9463/127262/57617/9751/8448/84446/5443/28964/10675/2740/2922/6720/65266/1113/3623/7052/9783/1374/6926/114/5579/2625/8541/2781/93664/135/59341/79772/387597/55503/3670/183/64840/117247/80307/9727/10312/6422/22895/10859/8111/112755/3952/5798/5864/51760/90019/6850/6616/389692/4602/8447/6934/6812/134/22987/3458/84062/2912/55784/6804/80736/654/283849/23513/6387/18/3767/4282/2149/10497/5608/706/8775/116841/4067/19/8660/339302/7074/6755/11069/785/185/6865/2852/51092/90007/3172/23178/4986/9627/886/8622/84300/2822/3060/3745/1588/64111/7021/3976/57586/2281/338557	212
GO:0050767	regulation of neurogenesis	179/4998	390/18870	7.12149075358878e-17	6.43477557377843e-14	4.71517650948141e-14	745/6469/30812/84504/54567/6604/65078/816/1636/4851/7161/23654/3280/5802/84630/3706/9001/10683/54437/23566/64218/8482/1181/5361/85358/390992/6794/6405/9423/1949/6585/56896/391723/284403/56963/9355/23363/7473/56920/8864/54626/6497/6692/1382/10458/4099/176/10215/23105/5364/4821/2624/7732/89780/4776/60484/84667/1020/7133/5605/9148/7869/2048/4137/10154/10636/6376/10501/91584/4915/54910/26011/57465/1946/4036/5176/26508/1954/430/1463/4135/1813/23499/5080/29904/55502/2147/6833/1627/655/7224/8140/3897/4803/63827/1600/393/54209/51393/429/3213/63950/274/1523/9241/23405/57463/57611/1002/9572/7476/8087/223117/404037/58190/26039/23440/1495/6608/7101/7052/650/23316/7422/5309/9253/443/3196/79727/999/145864/57715/6722/146433/474/3400/3984/8153/11023/118738/4602/7474/3458/4504/10494/7852/2737/22954/80031/100528062/6387/5362/6092/7472/22933/2119/51199/706/79006/8831/55558/4067/5649/65981/23500/388585/51176/7074/170825/1826/2852/10507/7143/23493/23129/5458/3976/11344/406957	179
GO:0007411	axon guidance	118/4998	233/18870	2.47235912895864e-15	1.73751905451816e-12	1.2731926602111e-12	8022/6469/4917/1943/5979/90249/4851/256158/2049/23654/2046/54437/64218/8482/151449/5361/6477/1855/6405/9423/1949/6585/56896/57453/89884/25894/4804/2736/170302/2637/9355/7473/56920/6324/2636/23114/4089/6900/219699/5364/4914/2253/54915/89780/1020/1908/7869/2048/284656/153478/10154/8941/57549/1947/10501/4854/91584/54910/1946/1954/2051/5080/1944/5727/655/3897/2047/3975/56956/2676/4858/9241/5459/5797/137970/1002/1749/223117/6608/5818/2625/4756/64221/64919/5588/1945/7422/3670/644168/57715/9369/2128/474/11023/64843/5747/7474/2737/1889/80031/6387/4009/5362/6092/2064/1942/9048/55558/5649/1826/10507/7143/23129/6586/5015/5458/59352/4897	118
GO:0097485	neuron projection guidance	118/4998	233/18870	2.47235912895864e-15	1.73751905451816e-12	1.2731926602111e-12	8022/6469/4917/1943/5979/90249/4851/256158/2049/23654/2046/54437/64218/8482/151449/5361/6477/1855/6405/9423/1949/6585/56896/57453/89884/25894/4804/2736/170302/2637/9355/7473/56920/6324/2636/23114/4089/6900/219699/5364/4914/2253/54915/89780/1020/1908/7869/2048/284656/153478/10154/8941/57549/1947/10501/4854/91584/54910/1946/1954/2051/5080/1944/5727/655/3897/2047/3975/56956/2676/4858/9241/5459/5797/137970/1002/1749/223117/6608/5818/2625/4756/64221/64919/5588/1945/7422/3670/644168/57715/9369/2128/474/11023/64843/5747/7474/2737/1889/80031/6387/4009/5362/6092/2064/1942/9048/55558/5649/1826/10507/7143/23129/6586/5015/5458/59352/4897	118
GO:0071805	potassium ion transmembrane transport	111/4998	217/18870	6.77044109258756e-15	4.11184690201833e-12	3.01301633610763e-12	610/3785/57582/3757/3761/9132/3768/11194/51305/3755/478/3749/3780/3784/23416/3752/51083/8514/30818/3737/495/3786/56996/23415/3954/53828/81033/84286/54207/3754/3762/57030/3748/6550/406904/1908/358/57657/29850/496/30820/1804/482/10723/10089/776/6548/6833/3782/3744/3742/56659/54209/123041/274/89822/170850/57463/3775/2783/6559/3781/9424/2922/3743/3746/65266/10021/6553/27133/9992/100134444/60598/79041/57468/25769/3765/477/486/6560/8645/6616/6549/56660/9215/126755/3751/7881/3249/55002/479/3758/338567/3763/3778/3767/4878/3788/3766/3779/5621/9312/2316/3738/26251/388591/27012/4986/3745/3776/6507	111
