Module	Section	Sample Name	Source
FastQC	all_sections	GFP-1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-1_R1_001_fastqc.zip
FastQC	all_sections	GFP_1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_1_R1_001_fastqc.zip
FastQC	all_sections	GFP-1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-1_R2_001_fastqc.zip
FastQC	all_sections	GFP_1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_1_R2_001_fastqc.zip
FastQC	all_sections	GFP-2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-2_R1_001_fastqc.zip
FastQC	all_sections	GFP_2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_2_R1_001_fastqc.zip
FastQC	all_sections	GFP-2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-2_R2_001_fastqc.zip
FastQC	all_sections	GFP_2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_2_R2_001_fastqc.zip
FastQC	all_sections	GFP-3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-3_R1_001_fastqc.zip
FastQC	all_sections	GFP_3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_3_R1_001_fastqc.zip
FastQC	all_sections	GFP-3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP-3_R2_001_fastqc.zip
FastQC	all_sections	GFP_3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/GFP_3_R2_001_fastqc.zip
FastQC	all_sections	YAF-1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-1_R1_001_fastqc.zip
FastQC	all_sections	YAF_1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_1_R1_001_fastqc.zip
FastQC	all_sections	YAF-1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-1_R2_001_fastqc.zip
FastQC	all_sections	YAF_1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_1_R2_001_fastqc.zip
FastQC	all_sections	YAF-2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-2_R1_001_fastqc.zip
FastQC	all_sections	YAF_2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_2_R1_001_fastqc.zip
FastQC	all_sections	YAF-2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-2_R2_001_fastqc.zip
FastQC	all_sections	YAF_2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_2_R2_001_fastqc.zip
FastQC	all_sections	YAF-3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-3_R1_001_fastqc.zip
FastQC	all_sections	YAF_3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_3_R1_001_fastqc.zip
FastQC	all_sections	YAF-3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF-3_R2_001_fastqc.zip
FastQC	all_sections	YAF_3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub/1_iterative_processing/single/analysis/fastqc/pre_trim/YAF_3_R2_001_fastqc.zip
